what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628268102
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628321973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628322800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628338265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628339109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628353792
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511628362490
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511628362528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628362922
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628369873
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628490280
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628611479
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1511628651432
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511628656478
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511628656514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628656934
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628675065
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511628682399
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511628682436
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628682906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511628732121
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511629134699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511629142261
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1511629149068
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1511629149462
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1511629149822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1511629173742
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1511629184977
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1511629226131
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1511629226347
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1511629226526
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511629232721
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511629251822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1511629332084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511629339497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511629342978
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511629343037
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511629343081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511629343461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511721911651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511721912698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511721912918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511721928371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511814743383
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1511814743571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511814743944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511814769005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511815474503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511815497557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511815502354
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511815700990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511815705059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511815711150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511815761607
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1511815771368
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1511815783451
